Epoca;Train_Loss;Val_Loss
1;0.7052105069160461;0.5738981664180756
2;0.6525805847985404;0.5601749271154404
3;0.594933705670493;0.5775357335805893
4;0.5649896221501487;0.556327573955059
5;0.5409601330757141;0.551867201924324
6;0.5425514876842499;0.5753093510866165
7;0.5344152535711016;0.5595556646585464
8;0.5261878030640739;0.5391676649451256
9;0.5142184197902679;0.5028876289725304
10;0.4931103416851589;1.4941110014915466
11;0.4902965043272291;0.7830521464347839
12;0.47510296532085966;0.47492748498916626
13;0.46728269117219107;0.47242890298366547
14;0.4603498237473624;0.5113034099340439
15;0.43589199440819876;0.47319526970386505
16;0.4299879712717874;0.42461514472961426
17;0.42040918128831045;0.4056922644376755
18;0.43766537734440397;0.43594833463430405
19;0.42711629612105234;0.5973650589585304
20;0.42984948413712637;0.6292919963598251
21;0.40683193291936603;0.39493680745363235
22;0.3906796361718859;0.37494005262851715
23;0.3876434181417738;0.358514629304409
24;0.38037934473582674;0.3506791889667511
25;0.36264462981905254;0.36482013761997223
26;0.35150228227887836;0.35572224110364914
27;0.34365770646503996;0.32902706414461136
28;0.3117814574922834;0.347674623131752
29;0.32102773019245695;0.3283828869462013
30;0.3277084742273603;0.3003373295068741
31;0.3404088318347931;0.32451731711626053
32;0.29308654155050007;0.3420279063284397
33;0.2919103375502995;0.38174061477184296
34;0.2789816366774695;0.32003071159124374
35;0.27560675357069286;0.29879751801490784
36;0.25593396595546175;0.28621359542012215
37;0.28426345757075716;0.2890453487634659
38;0.26073524568762096;0.2523311972618103
39;0.2443963118961879;0.2630123645067215
40;0.2659319277320589;0.29684170335531235
41;0.23057575736727035;0.25781694054603577
42;0.25841222277709414;0.2595629245042801
43;0.25249634044510977;0.26603997126221657
44;0.2503093608788082;0.2625701501965523
45;0.2483448279755456;0.29205016419291496
46;0.23378889901297434;0.2996574938297272
47;0.2366573257105691;0.2870160825550556
48;0.23586386442184448;0.3143703378736973
49;0.2324680664709636;0.2406446561217308
50;0.25533963101250784;0.28390252217650414
51;0.2500319161585399;0.28334254771471024
52;0.2321230811732156;0.2467053234577179
53;0.23980217746325902;0.21486449614167213
54;0.22447306982108525;0.3063785098493099
55;0.26098197272845675;0.30450405552983284
56;0.2444806226662227;0.26484011858701706
57;0.24577139743736812;0.2712640166282654
58;0.24491768862519944;0.2693178132176399
59;0.24113960777010238;0.28463270887732506
60;0.28948270848819185;0.25768006965518
